Order_ID,Order_Date,Ship_Date,Category,Product,Quantity,Unit_Price,Discount_Pct,Gross_Sales,Discount_Amount,Net_Sales,Profit,State,Channel,Payment_Method,Order_Status,Customer_Segment
AMZ-2024-00785,2024-01-27,2024-01-29,Sports,Cycling Gloves,2,1606.6,5,3213.2,160.66,3052.54,622.57,Karnataka,Amazon.in,Debit Card,Returned,B2C
AMZ-2024-00786,2024-06-29,2024-07-02,Beauty,Makeup Kit,4,893.67,30,3574.68,1072.4,2502.28,550.16,Tamil Nadu,Amazon Global,Cash on Delivery,Delivered,B2C
AMZ-2024-00787,2024-07-07,2024-07-08,Clothing,Women's Kurti,5,340.96,20,1704.8,340.96,1363.84,247.72,Andhra Pradesh,Amazon.in,Net Banking,Delivered,B2B
AMZ-2024-00788,2024-05-21,2024-05-25,Electronics,Smart Watch,2,4697.26,0,9394.52,0.0,9394.52,2388.26,Tamil Nadu,Amazon.in,UPI,Cancelled,B2C
AMZ-2024-00789,2024-01-20,2024-01-23,Home & Kitchen,Electric Kettle,4,5884.9,0,23539.6,0.0,23539.6,3315.5,Madhya Pradesh,Amazon Prime,UPI,Shipped,B2B
AMZ-2024-00790,2024-06-18,2024-06-21,Home & Kitchen,Vacuum Cleaner,4,5793.81,20,23175.24,4635.05,18540.19,4443.01,Telangana,Amazon Business,EMI,Cancelled,Prime Member
AMZ-2024-00791,2024-02-24,2024-02-26,Books,Python Programming,1,379.34,30,379.34,113.8,265.54,83.85,Telangana,Amazon Business,Credit Card,Shipped,B2B
AMZ-2024-00792,2024-06-09,2024-06-10,Home & Kitchen,Air Fryer,5,3158.04,25,15790.2,3947.55,11842.65,1380.62,West Bengal,Amazon Prime,Net Banking,Delivered,B2B
AMZ-2024-00793,2024-05-04,2024-05-09,Grocery,Organic Honey,3,463.79,30,1391.37,417.41,973.96,154.64,Andhra Pradesh,Amazon Business,Debit Card,Delivered,Prime Member
AMZ-2024-00794,2024-11-27,2024-11-29,Beauty,Moisturizer Cream,4,727.53,30,2910.12,873.04,2037.08,615.25,Maharashtra,Amazon.in,Net Banking,Delivered,B2C
AMZ-2024-00795,2024-01-21,2024-01-26,Home & Kitchen,Non-Stick Pan,3,5078.9,20,15236.7,3047.34,12189.36,1469.87,Maharashtra,Amazon Business,Credit Card,Delivered,B2B
AMZ-2024-00796,2024-02-19,2024-02-23,Clothing,Formal Trousers,5,1721.64,30,8608.2,2582.46,6025.74,1656.99,Kerala,Amazon Business,EMI,Cancelled,B2C
AMZ-2024-00797,2024-06-07,2024-06-10,Toys,Board Game,2,1181.41,5,2362.82,118.14,2244.68,670.18,Tamil Nadu,Amazon Business,Net Banking,Delivered,Prime Member
AMZ-2024-00798,2024-09-03,2024-09-07,Home & Kitchen,Air Fryer,1,1544.15,10,1544.15,154.41,1389.74,340.23,West Bengal,Amazon.in,EMI,Cancelled,Prime Member
AMZ-2024-00799,2024-07-22,2024-07-25,Books,Financial Freedom,1,228.35,15,228.35,34.25,194.1,51.36,Uttar Pradesh,Amazon Business,Debit Card,Delivered,Prime Member
AMZ-2024-00800,2024-09-10,2024-09-13,Beauty,Moisturizer Cream,2,1483.3,5,2966.6,148.33,2818.27,643.12,Tamil Nadu,Amazon Business,Net Banking,Delivered,B2C
AMZ-2024-00801,2024-05-20,2024-05-25,Beauty,Hair Dryer,5,433.93,25,2169.65,542.41,1627.24,465.41,West Bengal,Amazon Business,Net Banking,Delivered,B2B
AMZ-2024-00802,2024-06-10,2024-06-15,Sports,Running Shoes,4,2843.29,20,11373.16,2274.63,9098.53,2210.71,Tamil Nadu,Amazon Prime,Debit Card,Cancelled,Prime Member
AMZ-2024-00803,2024-05-20,2024-05-25,Electronics,USB-C Hub,5,1642.64,0,8213.2,0.0,8213.2,2468.87,Haryana,Amazon Prime,UPI,Cancelled,Prime Member
AMZ-2024-00804,2024-01-08,2024-01-12,Electronics,Power Bank,5,1459.37,20,7296.85,1459.37,5837.48,1541.24,Delhi,Amazon Global,EMI,Shipped,B2B
AMZ-2024-00805,2024-05-27,2024-05-30,Electronics,Smart Watch,2,4688.87,10,9377.74,937.77,8439.97,1049.94,Telangana,Amazon.in,UPI,Delivered,B2C
AMZ-2024-00806,2024-09-18,2024-09-19,Electronics,USB-C Hub,1,4002.99,30,4002.99,1200.9,2802.09,654.7,Uttar Pradesh,Amazon Global,UPI,Returned,B2C
AMZ-2024-00807,2024-06-24,2024-06-26,Beauty,Sunscreen SPF50,4,1234.91,0,4939.64,0.0,4939.64,694.38,Telangana,Amazon Business,Net Banking,Returned,B2C
AMZ-2024-00808,2024-04-26,2024-04-30,Beauty,Makeup Kit,4,1009.61,0,4038.44,0.0,4038.44,1389.36,Telangana,Amazon Prime,Net Banking,Returned,Prime Member
AMZ-2024-00809,2024-08-25,2024-08-26,Beauty,Sunscreen SPF50,1,651.93,0,651.93,0.0,651.93,223.22,Karnataka,Amazon.in,Cash on Delivery,Delivered,Prime Member
AMZ-2024-00810,2024-05-30,2024-05-31,Home & Kitchen,Dinner Set,4,5473.14,20,21892.56,4378.51,17514.05,5351.26,Haryana,Amazon.in,UPI,Cancelled,Prime Member
AMZ-2024-00811,2024-01-12,2024-01-13,Home & Kitchen,Vacuum Cleaner,3,2395.28,25,7185.84,1796.46,5389.38,942.9,Gujarat,Amazon Global,Credit Card,Delivered,B2C
AMZ-2024-00812,2024-10-08,2024-10-13,Clothing,Formal Trousers,1,748.14,10,748.14,74.81,673.33,119.77,Haryana,Amazon.in,EMI,Cancelled,Prime Member
AMZ-2024-00813,2024-09-01,2024-09-02,Sports,Yoga Mat,4,2421.38,20,9685.52,1937.1,7748.42,782.61,Uttar Pradesh,Amazon Global,Net Banking,Delivered,B2B
AMZ-2024-00814,2024-12-28,2024-12-30,Home & Kitchen,Bedsheet Set,5,2737.0,15,13685.0,2052.75,11632.25,1798.4,Karnataka,Amazon Business,Net Banking,Delivered,Prime Member
AMZ-2024-00815,2024-10-23,2024-10-26,Sports,Running Shoes,2,1572.59,20,3145.18,629.04,2516.14,510.49,Gujarat,Amazon Business,Cash on Delivery,Delivered,Prime Member
AMZ-2024-00816,2024-05-07,2024-05-09,Toys,Board Game,5,704.59,0,3522.95,0.0,3522.95,1204.12,Madhya Pradesh,Amazon.in,Credit Card,Shipped,Prime Member
AMZ-2024-00817,2024-08-16,2024-08-18,Electronics,Smart Watch,4,1097.33,0,4389.32,0.0,4389.32,813.51,Karnataka,Amazon.in,Debit Card,Returned,B2B
AMZ-2024-00818,2024-05-20,2024-05-24,Toys,Action Figure,3,2186.85,15,6560.55,984.08,5576.47,1239.25,Maharashtra,Amazon Global,UPI,Delivered,B2B
AMZ-2024-00819,2024-09-28,2024-09-29,Home & Kitchen,Air Fryer,1,1903.58,15,1903.58,285.54,1618.04,479.63,Kerala,Amazon Prime,Debit Card,Cancelled,Prime Member
AMZ-2024-00820,2024-07-15,2024-07-17,Books,Financial Freedom,2,433.36,5,866.72,43.34,823.38,215.15,Telangana,Amazon Business,UPI,Cancelled,Prime Member
AMZ-2024-00821,2024-05-09,2024-05-11,Beauty,Moisturizer Cream,3,176.4,5,529.2,26.46,502.74,163.24,Andhra Pradesh,Amazon Business,EMI,Delivered,Prime Member
AMZ-2024-00822,2024-12-22,2024-12-25,Electronics,Bluetooth Speaker,1,1972.2,30,1972.2,591.66,1380.54,284.68,Kerala,Amazon Business,EMI,Delivered,Prime Member
AMZ-2024-00823,2024-10-14,2024-10-15,Beauty,Face Serum,4,785.37,5,3141.48,157.07,2984.41,619.88,Madhya Pradesh,Amazon.in,UPI,Delivered,B2C
AMZ-2024-00824,2024-02-19,2024-02-20,Toys,LEGO Set,2,1879.55,5,3759.1,187.96,3571.14,552.16,Gujarat,Amazon.in,Cash on Delivery,Delivered,B2C
AMZ-2024-00825,2024-05-03,2024-05-04,Sports,Cricket Bat,5,2276.09,25,11380.45,2845.11,8535.34,2195.94,Uttar Pradesh,Amazon Global,Cash on Delivery,Delivered,Prime Member
AMZ-2024-00826,2024-10-11,2024-10-13,Electronics,Power Bank,2,4079.75,10,8159.5,815.95,7343.55,2117.38,Maharashtra,Amazon.in,EMI,Delivered,Prime Member
AMZ-2024-00827,2024-03-09,2024-03-10,Sports,Resistance Bands,2,2954.92,15,5909.84,886.48,5023.36,785.69,Delhi,Amazon Business,Debit Card,Cancelled,Prime Member
AMZ-2024-00828,2024-04-18,2024-04-19,Toys,Remote Car,1,2153.4,0,2153.4,0.0,2153.4,626.86,Karnataka,Amazon Prime,UPI,Delivered,B2C
AMZ-2024-00829,2024-10-31,2024-11-05,Home & Kitchen,Non-Stick Pan,5,3996.54,15,19982.7,2997.41,16985.29,2366.89,Punjab,Amazon Business,Net Banking,Delivered,B2C
AMZ-2024-00830,2024-02-29,2024-03-02,Grocery,Protein Powder,3,580.9,0,1742.7,0.0,1742.7,555.37,Maharashtra,Amazon Business,EMI,Delivered,Prime Member
AMZ-2024-00831,2024-02-07,2024-02-09,Grocery,Green Tea,5,144.68,30,723.4,217.02,506.38,127.47,Telangana,Amazon.in,Debit Card,Delivered,B2B
AMZ-2024-00832,2024-08-14,2024-08-15,Sports,Dumbbells Set,5,995.7,20,4978.5,995.7,3982.8,545.47,West Bengal,Amazon.in,EMI,Returned,B2B
AMZ-2024-00833,2024-03-25,2024-03-30,Home & Kitchen,Vacuum Cleaner,3,810.88,0,2432.64,0.0,2432.64,294.13,Delhi,Amazon.in,EMI,Shipped,B2B
AMZ-2024-00834,2024-09-15,2024-09-18,Clothing,Sports Shorts,5,396.32,0,1981.6,0.0,1981.6,591.85,Andhra Pradesh,Amazon Global,Debit Card,Delivered,B2C
AMZ-2024-00835,2024-08-28,2024-08-29,Home & Kitchen,Bedsheet Set,5,3941.22,0,19706.1,0.0,19706.1,3518.1,Telangana,Amazon Prime,Net Banking,Delivered,B2C
AMZ-2024-00836,2024-03-17,2024-03-20,Electronics,Wireless Earbuds,3,4485.07,0,13455.21,0.0,13455.21,2138.71,Telangana,Amazon Business,Debit Card,Returned,Prime Member
AMZ-2024-00837,2024-11-10,2024-11-15,Electronics,Mechanical Keyboard,3,4196.1,15,12588.3,1888.25,10700.05,2680.64,Uttar Pradesh,Amazon Global,UPI,Delivered,B2C
AMZ-2024-00838,2024-05-12,2024-05-14,Clothing,Men's T-Shirt,3,1876.84,10,5630.52,563.05,5067.47,1299.27,Telangana,Amazon Prime,Net Banking,Shipped,Prime Member
AMZ-2024-00839,2024-11-26,2024-11-29,Books,Financial Freedom,2,291.92,5,583.84,29.19,554.65,127.81,West Bengal,Amazon Global,Credit Card,Delivered,B2C
AMZ-2024-00840,2024-11-19,2024-11-23,Toys,Remote Car,3,1315.32,15,3945.96,591.89,3354.07,579.94,Karnataka,Amazon Global,Debit Card,Cancelled,B2C
AMZ-2024-00841,2024-07-29,2024-08-01,Home & Kitchen,Dinner Set,2,4077.2,15,8154.4,1223.16,6931.24,1346.86,Haryana,Amazon Global,Cash on Delivery,Delivered,B2C
AMZ-2024-00842,2024-06-23,2024-06-24,Clothing,Formal Trousers,2,1150.65,0,2301.3,0.0,2301.3,617.71,Gujarat,Amazon.in,Debit Card,Shipped,B2C
AMZ-2024-00843,2024-11-03,2024-11-07,Books,Python Programming,3,729.09,0,2187.27,0.0,2187.27,270.44,Telangana,Amazon Prime,EMI,Delivered,Prime Member
AMZ-2024-00844,2024-02-09,2024-02-10,Electronics,USB-C Hub,2,3168.93,30,6337.86,1901.36,4436.5,482.2,Andhra Pradesh,Amazon Prime,Debit Card,Delivered,B2C
AMZ-2024-00845,2024-07-31,2024-08-01,Grocery,Quinoa Pack,4,828.62,20,3314.48,662.9,2651.58,335.92,Telangana,Amazon Business,Cash on Delivery,Delivered,B2C
AMZ-2024-00846,2024-07-19,2024-07-22,Toys,Board Game,4,2296.46,20,9185.84,1837.17,7348.67,1984.36,Kerala,Amazon Global,Credit Card,Delivered,B2C
AMZ-2024-00847,2024-10-27,2024-10-29,Sports,Running Shoes,1,691.9,10,691.9,69.19,622.71,192.74,Andhra Pradesh,Amazon Prime,Credit Card,Delivered,Prime Member
AMZ-2024-00848,2024-05-30,2024-06-01,Home & Kitchen,Electric Kettle,5,2135.91,25,10679.55,2669.89,8009.66,2517.59,Telangana,Amazon Prime,EMI,Delivered,B2B
AMZ-2024-00849,2024-01-22,2024-01-24,Electronics,Mechanical Keyboard,2,2714.69,30,5429.38,1628.81,3800.57,1184.39,Haryana,Amazon.in,Cash on Delivery,Shipped,B2B
AMZ-2024-00850,2024-05-10,2024-05-13,Toys,Puzzle 1000pc,5,1938.35,5,9691.75,484.59,9207.16,2687.56,Rajasthan,Amazon.in,Net Banking,Delivered,B2B
AMZ-2024-00851,2024-10-10,2024-10-11,Clothing,Sports Shorts,4,1253.33,0,5013.32,0.0,5013.32,804.76,Andhra Pradesh,Amazon Prime,Credit Card,Returned,B2B
AMZ-2024-00852,2024-12-21,2024-12-22,Books,Financial Freedom,5,326.18,10,1630.9,163.09,1467.81,312.47,Kerala,Amazon.in,Cash on Delivery,Returned,Prime Member
AMZ-2024-00853,2024-11-16,2024-11-20,Clothing,Denim Jeans,3,608.02,25,1824.06,456.01,1368.05,332.71,Andhra Pradesh,Amazon Prime,EMI,Cancelled,Prime Member
AMZ-2024-00854,2024-06-07,2024-06-12,Grocery,Organic Honey,5,191.65,0,958.25,0.0,958.25,280.84,Kerala,Amazon Business,Credit Card,Shipped,B2C
AMZ-2024-00855,2024-07-22,2024-07-23,Home & Kitchen,Water Purifier,2,6801.3,20,13602.6,2720.52,10882.08,2374.95,Uttar Pradesh,Amazon Prime,UPI,Delivered,B2C
AMZ-2024-00856,2024-10-14,2024-10-15,Books,Business Analytics,5,331.24,20,1656.2,331.24,1324.96,178.38,Haryana,Amazon Global,UPI,Returned,B2B
AMZ-2024-00857,2024-02-17,2024-02-22,Clothing,Women's Kurti,5,879.28,15,4396.4,659.46,3736.94,991.15,West Bengal,Amazon Prime,Debit Card,Delivered,Prime Member
AMZ-2024-00858,2024-03-02,2024-03-05,Clothing,Denim Jeans,2,1118.28,20,2236.56,447.31,1789.25,329.6,Haryana,Amazon Business,Debit Card,Delivered,Prime Member
AMZ-2024-00859,2024-12-07,2024-12-12,Home & Kitchen,Electric Kettle,5,3856.8,5,19284.0,964.2,18319.8,1836.46,West Bengal,Amazon Prime,Net Banking,Delivered,B2C
AMZ-2024-00860,2024-01-29,2024-02-03,Clothing,Denim Jeans,4,426.6,0,1706.4,0.0,1706.4,330.7,Punjab,Amazon Global,UPI,Cancelled,Prime Member
AMZ-2024-00861,2024-07-07,2024-07-09,Clothing,Denim Jeans,3,992.24,5,2976.72,148.84,2827.88,318.35,Punjab,Amazon Global,Debit Card,Delivered,B2B
AMZ-2024-00862,2024-01-10,2024-01-15,Grocery,Green Tea,5,703.25,20,3516.25,703.25,2813.0,377.78,Andhra Pradesh,Amazon.in,EMI,Delivered,Prime Member
AMZ-2024-00863,2024-04-09,2024-04-11,Grocery,Green Tea,1,706.17,10,706.17,70.62,635.55,74.23,Tamil Nadu,Amazon Prime,Credit Card,Delivered,B2C
AMZ-2024-00864,2024-02-10,2024-02-15,Beauty,Hair Dryer,2,775.74,5,1551.48,77.57,1473.91,397.23,Karnataka,Amazon.in,Net Banking,Delivered,B2C
AMZ-2024-00865,2024-06-06,2024-06-09,Toys,Remote Car,5,717.85,25,3589.25,897.31,2691.94,636.1,Kerala,Amazon.in,EMI,Delivered,Prime Member
AMZ-2024-00866,2024-02-22,2024-02-26,Beauty,Face Serum,2,533.43,25,1066.86,266.71,800.15,130.05,Uttar Pradesh,Amazon.in,Credit Card,Delivered,Prime Member
AMZ-2024-00867,2024-05-13,2024-05-18,Grocery,Quinoa Pack,2,843.59,0,1687.18,0.0,1687.18,433.72,West Bengal,Amazon Business,Cash on Delivery,Returned,Prime Member
AMZ-2024-00868,2024-07-28,2024-07-29,Grocery,Quinoa Pack,4,258.49,25,1033.96,258.49,775.47,270.62,Rajasthan,Amazon Business,Cash on Delivery,Delivered,Prime Member
AMZ-2024-00869,2024-07-26,2024-07-31,Electronics,Power Bank,5,2949.69,15,14748.45,2212.27,12536.18,1993.1,Andhra Pradesh,Amazon Business,UPI,Returned,B2C
AMZ-2024-00870,2024-06-20,2024-06-25,Toys,Action Figure,2,2481.73,25,4963.46,1240.87,3722.59,712.91,Uttar Pradesh,Amazon.in,EMI,Cancelled,B2B
AMZ-2024-00871,2024-09-30,2024-10-03,Home & Kitchen,Vacuum Cleaner,1,1713.97,0,1713.97,0.0,1713.97,410.29,Tamil Nadu,Amazon Prime,Cash on Delivery,Cancelled,Prime Member
AMZ-2024-00872,2024-12-20,2024-12-23,Electronics,Bluetooth Speaker,2,4513.79,25,9027.58,2256.89,6770.69,1689.66,Telangana,Amazon Global,EMI,Delivered,B2B
AMZ-2024-00873,2024-08-13,2024-08-14,Beauty,Moisturizer Cream,5,834.17,0,4170.85,0.0,4170.85,1142.06,Rajasthan,Amazon Business,Credit Card,Delivered,B2B
AMZ-2024-00874,2024-08-24,2024-08-28,Toys,Puzzle 1000pc,2,470.58,25,941.16,235.29,705.87,181.38,Kerala,Amazon Prime,Net Banking,Delivered,Prime Member
AMZ-2024-00875,2024-09-25,2024-09-26,Toys,Action Figure,4,1948.48,20,7793.92,1558.78,6235.14,1119.6,West Bengal,Amazon Business,EMI,Shipped,B2B
AMZ-2024-00876,2024-05-23,2024-05-28,Electronics,Laptop Stand,1,3485.07,25,3485.07,871.27,2613.8,342.95,Karnataka,Amazon Global,Debit Card,Cancelled,B2B
AMZ-2024-00877,2024-10-21,2024-10-24,Home & Kitchen,Bedsheet Set,4,1497.27,25,5989.08,1497.27,4491.81,1047.38,Andhra Pradesh,Amazon Prime,Credit Card,Shipped,Prime Member
AMZ-2024-00878,2024-10-21,2024-10-23,Clothing,Formal Trousers,4,434.33,10,1737.32,173.73,1563.59,308.45,West Bengal,Amazon Business,EMI,Shipped,B2B
AMZ-2024-00879,2024-10-13,2024-10-16,Beauty,Face Serum,2,183.64,15,367.28,55.09,312.19,105.33,Maharashtra,Amazon Global,Net Banking,Cancelled,B2B
AMZ-2024-00880,2024-01-25,2024-01-27,Books,Data Science Handbook,2,735.32,20,1470.64,294.13,1176.51,260.08,Telangana,Amazon Global,Cash on Delivery,Shipped,B2B
AMZ-2024-00881,2024-04-19,2024-04-23,Electronics,Smart Watch,3,1444.84,10,4334.52,433.45,3901.07,994.17,Uttar Pradesh,Amazon.in,Credit Card,Delivered,B2B
AMZ-2024-00882,2024-03-31,2024-04-04,Beauty,Face Serum,1,296.29,0,296.29,0.0,296.29,87.13,West Bengal,Amazon.in,EMI,Delivered,Prime Member
AMZ-2024-00883,2024-08-07,2024-08-11,Electronics,Bluetooth Speaker,4,529.27,10,2117.08,211.71,1905.37,456.05,Maharashtra,Amazon Global,Cash on Delivery,Delivered,B2B
AMZ-2024-00884,2024-07-05,2024-07-08,Grocery,Protein Powder,3,667.96,25,2003.88,500.97,1502.91,371.34,Andhra Pradesh,Amazon Global,Credit Card,Delivered,B2B
AMZ-2024-00885,2024-04-28,2024-04-29,Clothing,Men's T-Shirt,4,342.17,20,1368.68,273.74,1094.94,286.69,Tamil Nadu,Amazon Business,EMI,Delivered,B2B
AMZ-2024-00886,2024-09-23,2024-09-28,Beauty,Face Serum,2,898.99,10,1797.98,179.8,1618.18,276.86,Kerala,Amazon Prime,Net Banking,Delivered,B2C
AMZ-2024-00887,2024-12-26,2024-12-28,Grocery,Mixed Nuts,4,428.66,20,1714.64,342.93,1371.71,474.88,Rajasthan,Amazon Global,Credit Card,Delivered,Prime Member
AMZ-2024-00888,2024-02-17,2024-02-18,Books,Python Programming,5,700.8,25,3504.0,876.0,2628.0,463.1,West Bengal,Amazon.in,UPI,Shipped,B2B
AMZ-2024-00889,2024-06-28,2024-07-02,Sports,Cycling Gloves,2,2764.85,5,5529.7,276.49,5253.21,1558.79,Uttar Pradesh,Amazon Global,Debit Card,Returned,Prime Member
AMZ-2024-00890,2024-12-02,2024-12-07,Sports,Cycling Gloves,2,2297.63,15,4595.26,689.29,3905.97,764.02,Tamil Nadu,Amazon.in,Net Banking,Delivered,Prime Member
AMZ-2024-00891,2024-04-05,2024-04-06,Home & Kitchen,Vacuum Cleaner,4,1722.51,20,6890.04,1378.01,5512.03,1454.34,Rajasthan,Amazon Business,Credit Card,Delivered,Prime Member
AMZ-2024-00892,2024-06-15,2024-06-18,Books,Financial Freedom,2,593.35,5,1186.7,59.34,1127.36,365.46,Madhya Pradesh,Amazon Business,Cash on Delivery,Shipped,B2B
AMZ-2024-00893,2024-05-13,2024-05-16,Sports,Dumbbells Set,4,1902.27,0,7609.08,0.0,7609.08,1847.19,Kerala,Amazon Prime,Cash on Delivery,Delivered,B2C
AMZ-2024-00894,2024-02-27,2024-02-29,Grocery,Quinoa Pack,5,520.66,20,2603.3,520.66,2082.64,682.41,Uttar Pradesh,Amazon Global,Credit Card,Shipped,B2C
AMZ-2024-00895,2024-11-06,2024-11-10,Home & Kitchen,Air Fryer,1,5265.9,30,5265.9,1579.77,3686.13,879.34,Telangana,Amazon Prime,Debit Card,Shipped,Prime Member
AMZ-2024-00896,2024-06-03,2024-06-05,Beauty,Moisturizer Cream,3,1162.32,5,3486.96,174.35,3312.61,345.62,West Bengal,Amazon.in,Cash on Delivery,Returned,B2C
AMZ-2024-00897,2024-10-27,2024-10-30,Grocery,Organic Honey,3,233.29,20,699.87,139.97,559.9,79.43,Punjab,Amazon.in,UPI,Cancelled,B2C
AMZ-2024-00898,2024-02-28,2024-03-01,Grocery,Protein Powder,5,633.14,0,3165.7,0.0,3165.7,798.31,West Bengal,Amazon.in,EMI,Delivered,Prime Member
AMZ-2024-00899,2024-02-15,2024-02-16,Home & Kitchen,Air Fryer,2,6512.52,30,13025.04,3907.51,9117.53,2612.22,Delhi,Amazon Prime,Net Banking,Delivered,B2C
AMZ-2024-00900,2024-04-19,2024-04-20,Home & Kitchen,Air Fryer,1,1469.32,20,1469.32,293.86,1175.46,337.0,Gujarat,Amazon Business,Net Banking,Delivered,B2B
AMZ-2024-00901,2024-01-12,2024-01-17,Books,Self Help Guide,1,685.76,0,685.76,0.0,685.76,84.02,Punjab,Amazon Prime,EMI,Delivered,B2B
AMZ-2024-00902,2024-02-03,2024-02-04,Electronics,Mechanical Keyboard,2,1174.58,25,2349.16,587.29,1761.87,343.78,Andhra Pradesh,Amazon Business,EMI,Returned,B2C
AMZ-2024-00903,2024-04-18,2024-04-19,Grocery,Organic Honey,1,447.63,30,447.63,134.29,313.34,103.72,Gujarat,Amazon.in,EMI,Delivered,B2C
AMZ-2024-00904,2024-02-13,2024-02-17,Home & Kitchen,Dinner Set,1,1635.5,25,1635.5,408.88,1226.62,343.93,West Bengal,Amazon.in,Net Banking,Shipped,B2C
AMZ-2024-00905,2024-12-29,2025-01-01,Home & Kitchen,Water Purifier,3,1284.05,0,3852.15,0.0,3852.15,598.85,Maharashtra,Amazon Business,UPI,Delivered,B2C
AMZ-2024-00906,2024-07-09,2024-07-12,Beauty,Makeup Kit,4,989.92,30,3959.68,1187.9,2771.78,968.76,West Bengal,Amazon Business,Credit Card,Cancelled,B2B
AMZ-2024-00907,2024-07-30,2024-08-04,Clothing,Women's Kurti,3,303.64,30,910.92,273.28,637.64,209.06,Tamil Nadu,Amazon.in,Net Banking,Delivered,B2B
AMZ-2024-00908,2024-06-24,2024-06-25,Clothing,Sports Shorts,2,371.46,30,742.92,222.88,520.04,145.58,Uttar Pradesh,Amazon.in,Credit Card,Delivered,B2B
AMZ-2024-00909,2024-07-24,2024-07-26,Grocery,Organic Honey,2,957.5,15,1915.0,287.25,1627.75,284.95,Delhi,Amazon Business,UPI,Delivered,Prime Member
AMZ-2024-00910,2024-12-09,2024-12-11,Toys,Remote Car,3,364.3,0,1092.9,0.0,1092.9,200.48,Kerala,Amazon Prime,Credit Card,Delivered,B2B
AMZ-2024-00911,2024-08-05,2024-08-06,Toys,Puzzle 1000pc,4,1344.01,10,5376.04,537.6,4838.44,971.3,Gujarat,Amazon Global,EMI,Delivered,B2C
AMZ-2024-00912,2024-10-15,2024-10-18,Clothing,Men's T-Shirt,4,1432.11,20,5728.44,1145.69,4582.75,536.12,Kerala,Amazon.in,Debit Card,Shipped,Prime Member
AMZ-2024-00913,2024-09-27,2024-10-01,Clothing,Formal Trousers,2,1336.95,15,2673.9,401.08,2272.82,672.37,Punjab,Amazon Business,EMI,Delivered,B2C
AMZ-2024-00914,2024-01-26,2024-01-30,Grocery,Quinoa Pack,4,188.62,5,754.48,37.72,716.76,158.58,Uttar Pradesh,Amazon Global,Credit Card,Shipped,B2C
AMZ-2024-00915,2024-12-30,2025-01-02,Beauty,Makeup Kit,2,916.42,30,1832.84,549.85,1282.99,133.0,Karnataka,Amazon Prime,EMI,Delivered,B2C
AMZ-2024-00916,2024-12-04,2024-12-07,Books,Financial Freedom,1,301.92,0,301.92,0.0,301.92,77.81,Delhi,Amazon.in,Credit Card,Returned,Prime Member
AMZ-2024-00917,2024-02-06,2024-02-11,Grocery,Mixed Nuts,1,694.34,0,694.34,0.0,694.34,210.96,West Bengal,Amazon Global,Debit Card,Delivered,B2C
AMZ-2024-00918,2024-05-12,2024-05-17,Clothing,Sports Shorts,3,1552.66,0,4657.98,0.0,4657.98,1411.22,Maharashtra,Amazon Prime,Net Banking,Returned,B2B
AMZ-2024-00919,2024-10-29,2024-11-01,Clothing,Denim Jeans,2,945.42,15,1890.84,283.63,1607.21,431.67,Andhra Pradesh,Amazon Business,Cash on Delivery,Delivered,Prime Member
AMZ-2024-00920,2024-02-15,2024-02-20,Home & Kitchen,Dinner Set,4,6552.38,0,26209.52,0.0,26209.52,4315.73,West Bengal,Amazon.in,Debit Card,Delivered,B2C
AMZ-2024-00921,2024-12-03,2024-12-07,Grocery,Quinoa Pack,2,195.31,15,390.62,58.59,332.03,81.43,Karnataka,Amazon Global,EMI,Delivered,Prime Member
AMZ-2024-00922,2024-10-14,2024-10-17,Toys,Board Game,5,1424.74,15,7123.7,1068.56,6055.14,623.1,Delhi,Amazon Prime,Credit Card,Delivered,B2B
AMZ-2024-00923,2024-01-22,2024-01-26,Books,Financial Freedom,3,543.32,20,1629.96,325.99,1303.97,204.71,Karnataka,Amazon Global,Net Banking,Delivered,B2C
AMZ-2024-00924,2024-12-04,2024-12-09,Grocery,Quinoa Pack,5,905.45,25,4527.25,1131.81,3395.44,550.3,Punjab,Amazon Business,Credit Card,Delivered,B2C
AMZ-2024-00925,2024-12-24,2024-12-25,Books,Python Programming,4,787.61,10,3150.44,315.04,2835.4,836.27,Karnataka,Amazon Global,Debit Card,Cancelled,B2B
AMZ-2024-00926,2024-09-04,2024-09-05,Home & Kitchen,Non-Stick Pan,1,4760.83,30,4760.83,1428.25,3332.58,385.9,Andhra Pradesh,Amazon Business,EMI,Cancelled,Prime Member
AMZ-2024-00927,2024-04-04,2024-04-08,Electronics,Wireless Earbuds,4,2576.76,30,10307.04,3092.11,7214.93,1310.32,Punjab,Amazon Prime,Debit Card,Delivered,Prime Member
AMZ-2024-00928,2024-06-09,2024-06-10,Books,Self Help Guide,4,503.03,20,2012.12,402.42,1609.7,266.09,Delhi,Amazon.in,Cash on Delivery,Delivered,Prime Member
AMZ-2024-00929,2024-11-01,2024-11-06,Home & Kitchen,Air Fryer,4,6542.99,25,26171.96,6542.99,19628.97,2266.49,Andhra Pradesh,Amazon Prime,Credit Card,Delivered,B2B
AMZ-2024-00930,2024-03-10,2024-03-13,Books,Financial Freedom,2,558.7,20,1117.4,223.48,893.92,156.69,Telangana,Amazon Global,Credit Card,Delivered,B2B
